1994,Primary Energy Exports,4.035284,Quadrillion Btu
1995,Primary Energy Exports,4.495889,Quadrillion Btu
1996,Primary Energy Exports,4.612553,Quadrillion Btu
1997,Primary Energy Exports,4.493397,Quadrillion Btu
1998,Primary Energy Exports,4.236745,Quadrillion Btu
1999,Primary Energy Exports,3.668786,Quadrillion Btu
2000,Primary Energy Exports,3.961655,Quadrillion Btu
2001,Primary Energy Exports,3.731109,Quadrillion Btu
2002,Primary Energy Exports,3.60824,Quadrillion Btu
2003,Primary Energy Exports,4.01313,Quadrillion Btu
2004,Primary Energy Exports,4.35136,Quadrillion Btu
2005,Primary Energy Exports,4.461886,Quadrillion Btu
2006,Primary Energy Exports,4.727336,Quadrillion Btu
2007,Primary Energy Exports,5.33781,Quadrillion Btu
2008,Primary Energy Exports,6.949183,Quadrillion Btu
2009,Primary Energy Exports,6.9202,Quadrillion Btu
2010,Primary Energy Exports,8.17603,Quadrillion Btu
2011,Primary Energy Exports,10.372719,Quadrillion Btu
2012,Primary Energy Exports,11.267352,Quadrillion Btu
2013,Primary Energy Exports,11.787545,Quadrillion Btu
2014,Primary Energy Exports,12.269775,Quadrillion Btu
2015,Primary Energy Exports,12.902152,Quadrillion Btu
2016,Primary Energy Exports,14.119207,Quadrillion Btu
2017,Primary Energy Exports,17.959917,Quadrillion Btu
2018,Primary Energy Exports,21.208351,Quadrillion Btu
1949,Primary Energy Net Imports,-0.143602,Quadrillion Btu
1950,Primary Energy Net Imports,0.447565,Quadrillion Btu
1951,Primary Energy Net Imports,-0.729119,Quadrillion Btu
1952,Primary Energy Net Imports,-0.219147,Quadrillion Btu
1953,Primary Energy Net Imports,0.447029,Quadrillion Btu
1954,Primary Energy Net Imports,0.651575,Quadrillion Btu
1955,Primary Energy Net Imports,0.504399,Quadrillion Btu
1956,Primary Energy Net Imports,0.261364,Quadrillion Btu
1957,Primary Energy Net Imports,0.089541,Quadrillion Btu
1958,Primary Energy Net Imports,1.834533,Quadrillion Btu
1959,Primary Energy Net Imports,2.54247,Quadrillion Btu
1960,Primary Energy Net Imports,2.710151,Quadrillion Btu
1961,Primary Energy Net Imports,3.060316,Quadrillion Btu
1962,Primary Energy Net Imports,3.521744,Quadrillion Btu
1963,Primary Energy Net Imports,3.251471,Quadrillion Btu
1964,Primary Energy Net Imports,3.632635,Quadrillion Btu
1965,Primary Energy Net Imports,4.063003,Quadrillion Btu
1966,Primary Energy Net Imports,4.316764,Quadrillion Btu
1967,Primary Energy Net Imports,4.043753,Quadrillion Btu
1968,Primary Energy Net Imports,4.906625,Quadrillion Btu
1969,Primary Energy Net Imports,5.550558,Quadrillion Btu
1970,Primary Energy Net Imports,5.70948,Quadrillion Btu
1971,Primary Energy Net Imports,7.383872,Quadrillion Btu
1972,Primary Energy Net Imports,9.268831,Quadrillion Btu
1973,Primary Energy Net Imports,12.580059,Quadrillion Btu
1974,Primary Energy Net Imports,12.100909,Quadrillion Btu
1975,Primary Energy Net Imports,11.709137,Quadrillion Btu
1976,Primary Energy Net Imports,14.588371,Quadrillion Btu
1977,Primary Energy Net Imports,17.89624,Quadrillion Btu
1978,Primary Energy Net Imports,17.185733,Quadrillion Btu
1979,Primary Energy Net Imports,16.604703,Quadrillion Btu
1980,Primary Energy Net Imports,12.101464,Quadrillion Btu
1981,Primary Energy Net Imports,9.411786,Quadrillion Btu
1982,Primary Energy Net Imports,7.253481,Quadrillion Btu
1983,Primary Energy Net Imports,8.058872,Quadrillion Btu
1984,Primary Energy Net Imports,8.684579,Quadrillion Btu
1985,Primary Energy Net Imports,7.584397,Quadrillion Btu
1986,Primary Energy Net Imports,10.129923,Quadrillion Btu
1987,Primary Energy Net Imports,11.586273,Quadrillion Btu
1988,Primary Energy Net Imports,12.929477,Quadrillion Btu
1989,Primary Energy Net Imports,14.105399,Quadrillion Btu
1990,Primary Energy Net Imports,14.064775,Quadrillion Btu
1991,Primary Energy Net Imports,13.193856,Quadrillion Btu
1992,Primary Energy Net Imports,14.435263,Quadrillion Btu
1993,Primary Energy Net Imports,16.991662,Quadrillion Btu
1994,Primary Energy Net Imports,18.271388,Quadrillion Btu
1995,Primary Energy Net Imports,17.683723,Quadrillion Btu
1996,Primary Energy Net Imports,19.020702,Quadrillion Btu
1997,Primary Energy Net Imports,20.625843,Quadrillion Btu
1998,Primary Energy Net Imports,22.235774,Quadrillion Btu
1999,Primary Energy Net Imports,23.482795,Quadrillion Btu
2000,Primary Energy Net Imports,24.903597,Quadrillion Btu
2001,Primary Energy Net Imports,26.321066,Quadrillion Btu
2002,Primary Energy Net Imports,25.722303,Quadrillion Btu
